Code_geo,nom_projet,nom_rue,nb_unites,unites_typ,hlm_famill,hlm_pa,hlm_autres,projettype,type_prog,an_orig,an_effect,arrond,villelie,qr,localisati,aired_id,longitude,latitude,xnad83,ynad83
"2609",Centre-uni de la communauté chinoise de Mtl,Saint-Dominique,"82",logement,"0","0","0",OBNL,Autres,"1984",,Ville-Marie,,"38",Aire de diffusion,"24661258",-73.557914654081301,45.508472900664898,300274.634337580821011,5040951.887489439919591
"2610",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"17",logement,"0","0","0",OBNL,Aucun,"1987","2007",Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2611",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"11",logement,"0","0","0",OBNL,ACL,"2012",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2612",Villa Beaurepaire,Fieldfare,"50",logement,"0","0","0",OBNL,ACL,"2012",,,Beaconsfield,"87",Aire de diffusion,"24663107",-73.884905968398598,45.416719043203400,274675.192260270414408,5030825.746280719526112
"2613",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"14",logement,"0","0","0",OBNL,ACL,"2012",,Le Sud-Ouest,,,Arrondissement / Ville liée,,-73.576671630461021,45.470831338961752,298804.999999999650754,5036770.000000000000000
"2614",SOCAM - Impérial Tobacco,Bourget,"34",logement,"0","0","0",OBNL,ACL,"2012",,Le Sud-Ouest,,"50",Aire de diffusion,"24662136",-73.585244020564403,45.480292004742303,298135.834973723453004,5037822.038542100228369
"2615",Hab. Loge accès,La Fontaine,"22",logement,"0","0","0",OBNL,ACL,"2013",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661748",-73.544565748109605,45.542539259312001,301319.799379315867554,5044737.048256457783282
"2616",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"7",logement,"0","0","0",OBNL,ACL,"2013",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2617",Hab. Loge-Accès,Pascal,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662773",-73.619551266078204,45.618548832012500,295476.665850426012184,5053190.130436899140477
"2618",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"21",logement,"0","0","0",OBNL,ACL,"2013",,Pierrefonds-Roxboro,,,Arrondissement / Ville liée,,-73.863828175591081,45.480643898282018,276357.000000000407454,5037922.000000000000000
"2619",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"14",logement,"0","0","0",OBNL,ACL,"2012",,Rosemont–La Petite-Patrie,,,Arrondissement / Ville liée,,-73.580408403859678,45.553344245235678,298522.000000000465661,5045939.999999999068677
"2620",Rêvanous,Laverdure,"54",logement,"0","0","0",OBNL,ACL,"2015",,Ahuntsic-Cartierville,,"4",Aire de diffusion,"24660500",-73.656698213781382,45.550060446738897,292564.852756451698951,5045583.865425051189959
"2621",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"25",logement,"0","0","0",OBNL,ACL,"2015",,Ahuntsic-Cartierville,,,Arrondissement / Ville liée,,-73.680508739149118,45.543241749834451,290703.999999999883585,5044830.000000000000000
"2622",OMHM - Centre Victoria,Victoria,"67",logement,"0","0","0",OMHM,ACL,"2014",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660616",-73.643643192639203,45.494698420229099,293573.195598663412966,5039429.528251930139959
"2623",Hab. com. de NDG,Walkley,"21",logement,"0","0","0",OBNL,ACL,"2014",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660847",-73.647780490977595,45.470029345712497,293244.792523805634119,5036688.638414399698377
"2624",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"27",logement,"0","0","0",OBNL,ACL,"2014",,Le Plateau-Mont-Royal,,,Arrondissement / Ville liée,,-73.580753603347517,45.526078933377669,298491.999999999068677,5042909.999999999068677
"2625",C.h. le Chalutier de Pointe-St-Charles,Richarson,"42",logement,"0","0","0",Coop,ACL,"2015",,Le Sud-Ouest,,"47",Aire de diffusion,"24661252",-73.560636903276404,45.485896997686787,300060.028090930893086,5038443.175826807506382
"2626",C.h. des bassins du havre,Ottawa,"182",logement,"0","0","0",Coop,ACL,"2015",,Le Sud-Ouest,,"51",Aire de diffusion,"24663445",-73.562029837642058,45.490681489126779,299951.553241050860379,5038974.960455374792218
"2627",C.h. Tiohtiake,Basin,"81",logement,"0","0","0",Coop,ACL,"2014",,Le Sud-Ouest,,"51",Aire de diffusion,"24661124",-73.567837229565100,45.487131528486159,299497.296178596618120,5038580.819422119297087
"2628",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"17",logement,"0","0","0",OBNL,ACL,"2014",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2629",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"31",logement,"0","0","0",OBNL,ACL,"2015",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2630",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"21",logement,"0","0","0",OBNL,ACL,"2014",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2631",C.h. Village Cloverdale,Anthony,"25",logement,"0","0","0",Coop,ACL,"2015",,Pierrefonds-Roxboro,,"72",Aire de diffusion,"24662994",-73.780645215937213,45.502988247149389,282868.668413652281743,5040379.055525949224830
"2632",Hab. com. Mainbourg,Notre-Dame est,"126",logement,"0","0","0",OBNL,ACL,"2014",,Rivière-des-Prairies–Pointe-aux-Trembles,,"54",Aire de diffusion,"24660011",-73.493395220668489,45.676461123562945,305314.550327888166066,5059619.184908640570939
"2633",Inter-loge Centre-Sud,Sainte-Catherine Est,"18",logement,"0","0","0",OBNL,ACL,"2014",,Ville-Marie,,"30",Aire de diffusion,"24661871",-73.547550041489202,45.526012820204897,301085.664023354591336,5042900.580555050633848
"2634",Hab. la Traversée,Fullum,"62",logement,"0","0","0",OBNL,ACL,"2014",,Ville-Marie,,"30",Aire de diffusion,"24661872",-73.548122020334901,45.528468500999701,301041.147881727200001,5043173.509352660737932
"2635",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"32",logement,"0","0","0",OBNL,ACL,"2015",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2636",C.h. la fraternité micheloise,Pie-IX,"35",logement,"0","0","0",Coop,ACL,"2015",,Villeray–Saint-Michel–Parc-Extension,,"8",Aire de diffusion,"24660372",-73.611069647427598,45.575936583699701,296131.555358897312544,5048453.580561540089548
"2637",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"16",logement,"0","0","0",OBNL,ACL,"2014",,Villeray–Saint-Michel–Parc-Extension,,,Arrondissement / Ville liée,,-73.620310324789855,45.555738744396059,295407.000000000465661,5046210.000000000931323
"2638",C.h. les ambassadeurs - DP/Pie-IX,Pie-IX,"27",logement,"0","0","0",Coop,ACL,"2014",,Villeray–Saint-Michel–Parc-Extension,,"8",Aire de diffusion,"24660372",-73.611069647427598,45.575936583699701,296131.555358897312544,5048453.580561540089548
"2639",Immeubles Benny Farm,Benny,"237",logement,"0","0","0",OMHM,Aucun,"2007",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660755",-73.629292231745794,45.465430373742798,294689.598726303083822,5036175.063755990006030
"2640",Hab. Loge-Accès,Lapierre,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662770",-73.619113579163397,45.616646004642298,295510.485141302633565,5052978.613232130184770
"2641",Hab. Loge-Accès,Matte,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662769",-73.618323718569599,45.617041040164899,295572.150146049854811,5053022.423381840810180
"2642",Hab. Loge-Accès,Pascal,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662773",-73.619551266078204,45.618548832012500,295476.665850426012184,5053190.130436899140477
"2643",Hab. Loge-Accès,Matte,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662768",-73.617567541531500,45.617450953443502,295631.189810689887963,5053067.891398889012635
"2644",Hab. Loge-Accès,Lapierre,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662769",-73.618323718569599,45.617041040164899,295572.150146049854811,5053022.423381840810180
"2645",Hab. Loge-Accès,Pierre,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662774",-73.620100778516900,45.619095585639002,295433.902562395844143,5053250.956725889816880
"2646",Hab. Loge-Accès,Matte,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662769",-73.618323718569599,45.617041040164899,295572.150146049854811,5053022.423381840810180
"2647",Hab. Loge-Accès,Pierre,"8",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662774",-73.620100778516900,45.619095585639002,295433.902562395844143,5053250.956725889816880
"2648",Hab. Loge-Accès,Lapierre,"7",logement,"0","0","0",OBNL,ACL,"2013",,Montréal-Nord,,"61",Aire de diffusion,"24662769",-73.618323718569599,45.617041040164899,295572.150146049854811,5053022.423381840810180
"2649",C.h. les sages de Verdun,Galt,"46",logement,"0","0","0",Coop,ACL,"2015",,Verdun,,"64",Aire de diffusion,"24661181",-73.573563107611406,45.462635513470602,299047.223637993156444,5035858.972520720213652
"2650",Hab. pop. de Parc-Extension (HAPOPEX),d'Outremont,"21",logement,"0","0","0",OBNL,ACL,"2015",,Villeray–Saint-Michel–Parc-Extension,,"11",Aire de diffusion,"24661545",-73.631938328747196,45.528377337826001,294494.167913661571220,5043170.719376808963716
"2651",Hab. Loggia-Pélican,pl. Pierre-Falardeau,"108",logement,"0","0","0",OBNL,ACL,"2015",,Rosemont–La Petite-Patrie,,"18",Aire de diffusion,"24662024",-73.574490217538099,45.543645791372398,298983.070499041874427,5044861.751528659835458
"2652",Hab. Loggia-Pélican,pl. Pierre-Falardeau,"71",logement,"0","0","0",OBNL,ACL,"2015",,Rosemont–La Petite-Patrie,,"18",Aire de diffusion,"24662024",-73.574490217538099,45.543645791372398,298983.070499041874427,5044861.751528659835458
"2653",C.h. petits et grands,Darling,"28",logement,"0","0","0",Coop,ACL,"2015",,Mercier–Hochelaga-Maisonneuve,,"29",Aire de diffusion,"24661773",-73.551288678934398,45.544126953624499,300794.909195531508885,5044913.804217008873820
"2654",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"14",logement,"0","0","0",OBNL,ACL,"2015",,Ahuntsic-Cartierville,,,Arrondissement / Ville liée,,-73.680508739149118,45.543241749834451,290703.999999999883585,5044830.000000000000000
"2655",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"12",logement,"0","0","0",OBNL,ACL,"2015",,Le Sud-Ouest,,,Arrondissement / Ville liée,,-73.576671630461021,45.470831338961752,298804.999999999650754,5036770.000000000000000
"2656",C.h. de solidarité La familiale,Drolet,"20",logement,"0","0","0",Coop,ACL,"2015",,Le Plateau-Mont-Royal,,"34",Aire de diffusion,"24661425",-73.585213118816398,45.523441946114303,298143.337698335351888,5042617.309206290170550
"2657",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"12",logement,"0","0","0",OBNL,ACL,"2015",,Le Sud-Ouest,,,Arrondissement / Ville liée,,-73.576671630461021,45.470831338961752,298804.999999999650754,5036770.000000000000000
"2658",C.h. le courant du quartier,Rodolphe-Forget,"19",logement,"0","0","0",Coop,ACL,"2015",,Rivière-des-Prairies–Pointe-aux-Trembles,,"52",Aire de diffusion,"24662864",-73.578901486154194,45.646576933463898,298649.849021921283565,5056301.054300940595567
"2659",C.h. Fleur de l'île,Buchan,"44",logement,"0","0","0",Coop,ACL,"2015",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24663311",-73.661476462522401,45.488609154605598,292178.030344190658070,5038755.473364548757672
"2660",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"8",logement,"0","0","0",OBNL,ACL,"2015",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2661",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"30",logement,"0","0","0",OBNL,ACL,"2015",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2662",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"18",logement,"0","0","0",OBNL,ACL,"2015",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2663",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"22",logement,"0","0","0",OBNL,ACL,"2015",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2664",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"14",logement,"0","0","0",OBNL,ACL,"2015",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2665",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"57",logement,"0","0","0",OMHM,ACL,"2015",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2666",Hab. com. de NDG,Emerald,"40",logement,"0","0","0",OBNL,ACL,"2015",,,Côte-Saint-Luc,"83",Aire de diffusion,"24660805",-73.670096495698104,45.456872141704501,291496.772177528939210,5035229.932774908840656
"2667",Hab. les trinitaires,Angrignon,"150",logement,"0","0","0",OBNL,ACL,"2014",,LaSalle,,"68",Aire de diffusion,"24663306",-73.612390402591302,45.443007952759501,296007.805361825565342,5033681.283450269140303
"2668",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"28",logement,"0","0","0",OBNL,ACL,"2015",,Rosemont–La Petite-Patrie,,,Arrondissement / Ville liée,,-73.580408403859678,45.553344245235678,298522.000000000465661,5045939.999999999068677
"2669",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"26",logement,"0","0","0",OBNL,ACL,"2015",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2670",Hab. com. de NDG,Grand Boulevard,"26",logement,"0","0","0",OBNL,ACL,"2015",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24660871",-73.624300641264782,45.459925267281591,295078.985349196882453,5035562.667167456820607
"2671",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"25",logement,"0","0","0",OBNL,ACL,"2015",,Côte-des-Neiges–Notre-Dame-de-Grâce,,,Arrondissement / Ville liée,,-73.631775005607338,45.484908660620249,294499.000000000349246,5038340.000000000000000
"2672",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"23",logement,"0","0","0",OBNL,ACL,"2014",,Montréal-Nord,,,Arrondissement / Ville liée,,-73.630322183684484,45.603688750461295,294634.000000000232831,5051540.000000000000000
"2673",C.h. l'Égali-terre,Rivard,"24",logement,"0","0","0",Coop,ACL,"2015",,Le Plateau-Mont-Royal,,"33",Aire de diffusion,"24661442",-73.592923877552806,45.529884128753451,297541.818654359492939,5043333.903239520266652
"2674",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"7",logement,"0","0","0",OBNL,ACL,"2015",,Le Plateau-Mont-Royal,,,Arrondissement / Ville liée,,-73.580753603347517,45.526078933377669,298491.999999999068677,5042909.999999999068677
"2675",Utopie créatrice,Rivard,"1",logement,"0","0","0",OBNL,ACL,"2015",,Le Plateau-Mont-Royal,,"33",Aire de diffusion,"24661442",-73.592923877552806,45.529884128753451,297541.818654359492939,5043333.903239520266652
"2676",C.h. Griffin,Murray,"86",logement,"0","0","0",Coop,ACL,"2015",,Le Sud-Ouest,,"51",Aire de diffusion,"24663445",-73.562029837642058,45.490681489126779,299951.553241050860379,5038974.960455374792218
"2677",C.h. de solidarité fusion verte,De Contrecoeur,"146",logement,"0","0","0",Coop,ACL,"2015",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24662909",-73.534460285532234,45.612883797063901,302112.306900445255451,5052554.185645587742329
"2678",C.h. de solidarité fusion verte,De Grosbois,"21",logement,"0","0","0",Coop,ACL,"2015",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24662909",-73.534460285544597,45.612883797069500,302112.306899479415733,5052554.185647019185126
"2679",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"30",logement,"0","0","0",OBNL,ACL,"2016",,Le Sud-Ouest,,,Arrondissement / Ville liée,,-73.576671630461021,45.470831338961752,298804.999999999650754,5036770.000000000000000
"2680",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"26",logement,"0","0","0",OBNL,ACL,"2016",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2681",C.h. la Scala,Saint-Gérard,"18",logement,"0","0","0",Coop,ACL,"2016",,Villeray–Saint-Michel–Parc-Extension,,"13",Aire de diffusion,"24662606",-73.635901733567067,45.546542938153685,294188.000000000232831,5045190.000000000000000
"2682",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"17",logement,"0","0","0",OBNL,ACL,"2016",,Villeray–Saint-Michel–Parc-Extension,,,Arrondissement / Ville liée,,-73.620310324789855,45.555738744396059,295407.000000000465661,5046210.000000000931323
"2683",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"5",logement,"0","0","0",OBNL,ACL,"2016",,Rosemont–La Petite-Patrie,,,Arrondissement / Ville liée,,-73.580408403859678,45.553344245235678,298522.000000000465661,5045939.999999999068677
"2684",Hab. com. Côte-des-Neiges,Goyer,"38",logement,"0","0","0",OBNL,ACL,"2016",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"42",Aire de diffusion,"24661312",-73.632499184919496,45.508450591085897,294446.705119052086957,5040956.316421579569578
"2685",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"7",logement,"0","0","0",OBNL,ACL,"2016",,Villeray–Saint-Michel–Parc-Extension,,,Arrondissement / Ville liée,,-73.620310324789855,45.555738744396059,295407.000000000465661,5046210.000000000931323
"2686",C.h. Mile-End,,"92",logement,"0","0","0",Coop,ACL,"2016",,Le Plateau-Mont-Royal,,"34",Aire de diffusion,"24661434",-73.592709250171566,45.525340986082320,297557.999999999650754,5042828.999999999068677
"2687",OMHM - De Saint-Vallier (Paul-Buissonneau),De Saint-Vallier,"24",logement,"0","0","0",OMHM,ACL,"2016",,Rosemont–La Petite-Patrie,,"14",Aire de diffusion,"24661444",-73.596899551383373,45.532187830024810,297231.592154287791345,5043590.283044488169253
"2688",C.h. l'Esperluette,,"70",logement,"0","0","0",Coop,ACL,"2016",,Le Sud-Ouest,,"51",Aire de diffusion,"24663489",-73.560226946615145,45.494523174001209,300092.792904205736704,5039401.780788747593760
"2689",C.h. Citadins du parc,De Castelnau Ouest,"54",logement,"0","0","0",Coop,ACL,"2016",,Villeray–Saint-Michel–Parc-Extension,,"12",Aire de diffusion,"24661521",-73.621365374930690,45.534141553998914,295321.000000001164153,5043809.999999999068677
"2690",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"8",logement,"0","0","0",OBNL,ACL,"2016",,,Montréal-Est,,Arrondissement / Ville liée,,-73.524867774260869,45.628415586881879,302861.000000000407454,5054279.999999999068677
"2691",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"21",logement,"0","0","0",OBNL,ACL,"2016",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2692",C.h. la brise de l'île,Joseph-Morin,"12",logement,"0","0","0",Coop,ACL,"2016",,Rivière-des-Prairies–Pointe-aux-Trembles,,"52",Aire de diffusion,"24662827",-73.602624231283187,45.632742795226690,296798.758373948046938,5054765.717315280809999
"2693",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"14",logement,"0","0","0",OBNL,ACL,"2016",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2694",Château B'ai Brith inc.,de la Côte-Saint-Luc,"129",logement,"0","0","0",OBNL,ACL,"2016",,,Côte-Saint-Luc,,Aire de diffusion,"24660853",-73.654730428518064,45.468322683124704,292700.999999999534339,5036499.999999999068677
"2695",Log. com. et solidaires Grand,Grand Boulevard,"45",logement,"0","0","0",OBNL,ACL,"2016",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"44",Aire de diffusion,"24660871",-73.624300641264782,45.459925267281591,295078.985349196882453,5035562.667167456820607
"2696",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"14",logement,"0","0","0",OBNL,ACL,"2016",,Ville-Marie,,,Arrondissement / Ville liée,,-73.555530455779092,45.509356942243564,300460.999999999941792,5041049.999999999068677
"2697",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"20",logement,"0","0","0",OBNL,ACL,"2016",,Mercier–Hochelaga-Maisonneuve,,,Arrondissement / Ville liée,,-73.533993163845579,45.575953301936586,302147.000000000174623,5048449.999999999068677
"2698",Hab. pop. de Parc-Extension (HAPOPEX),Henri-Bourassa Est,"27",logement,"0","0","0",OBNL,ACL,"2016",,Ahuntsic-Cartierville,,"6",Aire de diffusion,"24662663",-73.657877227326111,45.573869635747315,292477.999999999941792,5048230.000000000931323
"2699",C.h. de solidarité fusion verte,De Grosbois,"21",logement,"0","0","0",Coop,ACL,"2015",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24662909",-73.534460285544597,45.612883797069500,302112.306899479415733,5052554.185647019185126
"2700",C.h. de solidarité fusion verte,Marie-Ange-Bouchard,"59",logement,"0","0","0",Coop,ACL,"2015",,Mercier–Hochelaga-Maisonneuve,,"22",Aire de diffusion,"24662909",-73.534460285544597,45.612883797069500,302112.306899479415733,5052554.185647019185126
"2701",C.h. Village Cloverdale,Anthony,"25",logement,"0","0","0",Coop,ACL,"2015",,Pierrefonds-Roxboro,,"72",Aire de diffusion,"24662994",-73.780645215937213,45.502988247149389,282868.668413652281743,5040379.055525949224830
"2702",C.h. Village Cloverdale,Anthony,"25",logement,"0","0","0",Coop,ACL,"2015",,Pierrefonds-Roxboro,,"72",Aire de diffusion,"24662994",-73.780645215937213,45.502988247149389,282868.668413652281743,5040379.055525949224830
"2703",C.h. Village Cloverdale,Anthony,"25",logement,"0","0","0",Coop,ACL,"2015",,Pierrefonds-Roxboro,,"72",Aire de diffusion,"24662994",-73.780645215937213,45.502988247149389,282868.668413652281743,5040379.055525949224830
"2704",Projet impliquant des groupes vulnérables de la population - Données obfusquées,,"4",logement,"0","0","0",OBNL,ACL,"2008","2004",Le Sud-Ouest,,,Arrondissement / Ville liée,,-73.576671630461021,45.470831338961752,298804.999999999650754,5036770.000000000000000
"2705",C.h. du Bon voisinage,A.-A.-Desroches,"7",logement,"0","0","0",Coop,ACL,"2008",,Mercier–Hochelaga-Maisonneuve,,"23",Aire de diffusion,"24660099",-73.521915521025619,45.594759797560499,303090.171909033437259,5050539.676950933411717
"2706",C.h. Jardin d'Éden,24e,"31",logement,"0","0","0",Coop,LAQ,"2004",,Lachine,,"70",Aire de diffusion,"24662433",-73.701030442877453,45.457684041025217,289077.657404309371486,5035325.743372331373394
"2707",C.h. le courant du quartier,Rodolphe-Forget,"19",logement,"0","0","0",Coop,ACL,"2015",,Rivière-des-Prairies–Pointe-aux-Trembles,,"52",Aire de diffusion,"24662864",-73.578901486154194,45.646576933463898,298649.849021921283565,5056301.054300940595567
"2708",C.h. le courant du quartier,Rodolphe-Forget,"19",logement,"0","0","0",Coop,ACL,"2015",,Rivière-des-Prairies–Pointe-aux-Trembles,,"52",Aire de diffusion,"24662864",-73.578901486154194,45.646576933463898,298649.849021921283565,5056301.054300940595567
"2709",Inter-loge Centre-Sud,Barclay,"20",logement,"0","0","0",OBNL,,"1997","1997",Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660672",-73.641021366970904,45.497289782812203,293778.616660595231224,5039717.144241521134973
"2710",Inter-loge Centre-Sud,Saint-Hubert,"30",logement,"0","0","0",OBNL,,"1998","1998",Le Plateau-Mont-Royal,,"33",Aire de diffusion,"24661441",-73.589621631500592,45.531410128673322,297799.942739165911917,5043503.195964277721941
"2711",Inter-loge Centre-Sud,Saint-Hubert,"30",logement,"0","0","0",OBNL,,"1998","1998",Le Plateau-Mont-Royal,,"33",Aire de diffusion,"24661441",-73.589621631500592,45.531410128673322,297799.942739165911917,5043503.195964277721941
"2712",Inter-loge Centre-Sud,Beaudry,"5",logement,"0","0","0",OBNL,,"2012","2012",Ville-Marie,,"30",Aire de diffusion,"24661851",-73.563713417661702,45.522441747821198,299822.759079380310141,5042504.598821311257780
"2713",Inter-loge Centre-Sud,Cartier,"6",logement,"0","0","0",OBNL,,"1991","1991",Ville-Marie,,"30",Aire de diffusion,"24661885",-73.556270651667703,45.526005915452899,300404.459538165770937,5042900.253620409406722
"2714",Inter-loge Centre-Sud,Cartier,"9",logement,"0","0","0",OBNL,,"1986","1986",Ville-Marie,,"30",Aire de diffusion,"24661881",-73.561957474722007,45.529484466399602,299960.535851500811987,5043287.155423280782998
"2715",Inter-loge Centre-Sud,de Bordeaux,"4",logement,"0","0","0",OBNL,,"1987","1987",Ville-Marie,,"30",Aire de diffusion,"24661885",-73.556270651667703,45.526005915452899,300404.459538165770937,5042900.253620409406722
"2716",Hab. com. de NDG,Walkley,"25",logement,"0","0","0",OBNL,ACL,"2014",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"45",Aire de diffusion,"24660847",-73.647780490977595,45.470029345712497,293244.792523805634119,5036688.638414399698377
"2717",Hab. com. Côte-des-Neiges,Mountain Sights,"22",logement,"0","0","0",OBNL,ACL,"2008",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660611",-73.653294875148205,45.499295030707302,292819.818229257187340,5039941.745363759808242
"2718",Hab. com. Côte-des-Neiges,Mountain Sights,"22",logement,"0","0","0",OBNL,ACL,"2008",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24660611",-73.653294875148205,45.499295030707302,292819.818229257187340,5039941.745363759808242
"2719",Hab. de la SHAPEM,Garon,"16",logement,"0","0","0",OBNL,,,"2010",Montréal-Nord,,60C,Aire de diffusion,"24662718",-73.639310240032302,45.597155491554297,293931.610345066641457,5050815.122095819562674
"2720",Hab. de la SHAPEM,Garon,"16",logement,"0","0","0",OBNL,,,"2009",Montréal-Nord,,60C,Aire de diffusion,"24662718",-73.639310240032302,45.597155491554297,293931.610345066641457,5050815.122095819562674
"2721",Studios Ville-Marie,Frontenac,"11",logement,"0","0","0",OBNL,,"2006","2006",Ville-Marie,,"30",Aire de diffusion,"24661786",-73.553814139372903,45.533991114454999,300596.942969149444252,5043787.525389189831913
